OrderID;UserID;Name;Product;Price;Quantity;TotalPrice;Discount;DeliveryMethod;Status;OrderDate;
74;1801;User_1801;Jeep Grand Cherokee Laredo;800.0;3;2400.0;0.0;Delivery;Delivered;24.09.2014;
75;1234;User_1234;Scion xB Base;12700.0;1;12700.0;0.0;Pickup;Canceled_Error;17.10.2015;
76;535;User_535;Chevrolet Silverado 1500 Work Truck;17600.0;2;35200.0;0.0;Delivery;Delivered;12.05.2014;
77;735;User_735;GMC Sierra 2500HD SLT;35600.0;1;30260.0;0.15;Delivery;Delivered;10.10.2015;
78;177;User_177;Ford Fusion Titanium;20200.0;2;40400.0;0.0;Pickup;Canceled_Mismatch;14.06.2015;
79;367;User_367;GMC Sierra 1500 Base;3500.0;1;3500.0;0.0;Delivery;Delivered;30.07.2015;
80;1242;User_1242;Ford Mustang GT;25600.0;1;25600.0;0.0;Pickup;Canceled_Mismatch;19.11.2015;
81;1221;User_1221;Ford F-350 Super Duty XLT;11500.0;3;34500.0;0.0;Delivery;Paid;07.09.2014;
82;1110;User_1110;Ford Expedition XLT;31700.0;1;31700.0;0.0;Pickup;Delivered;04.11.2014;
83;1987;User_1987;Kia Sportage LX;15800.0;3;47400.0;0.0;Pickup;Canceled_Mismatch;16.01.2014;
84;611;User_611;MINI Cooper Countryman Base;15400.0;1;15400.0;0.0;Delivery;Canceled_Mismatch;31.03.2014;
85;1047;User_1047;Ram 3500 Laramie;34500.0;1;34500.0;0.0;Delivery;Delivered;10.05.2014;
86;1079;User_1079;Chrysler 200 Touring;9500.0;1;9500.0;0.0;Pickup;Delivered;15.09.2014;
87;1651;User_1651;Lincoln MKS Base;22800.0;2;45600.0;0.0;Pickup;Delivered;17.01.2014;
88;1695;User_1695;GMC Sierra 1500 SLE2;10000.0;1;8500.0;0.15;Pickup;Delivered;04.12.2015;
89;1726;User_1726;Honda Accord EX-L;20600.0;1;17510.0;0.15;Delivery;Delivered;01.01.2014;
90;345;User_345;BMW 3 Series 328xi;7250.0;1;6162.5;0.15000000000000002;Pickup;Delivered;18.03.2015;
91;997;User_997;Chevrolet Silverado 1500 LT;5900.0;1;5900.0;0.0;Pickup;Delivered;17.09.2014;
92;601;User_601;Infiniti G Sedan G37 Journey;22000.0;3;56100.0;0.15;Pickup;Delivered;23.03.2014;
93;293;User_293;Nissan Altima 2.5 SL;900.0;3;2700.0;0.0;Delivery;Delivered;31.08.2014;
94;717;User_717;Chevrolet Silverado 1500 LT;24700.0;2;41990.0;0.15000000000000002;Delivery;Delivered;28.06.2014;
95;85;User_85;Jaguar XF Portfolio;26000.0;1;26000.0;0.0;Delivery;Delivered;10.08.2014;
96;1735;User_1735;Toyota Camry SE;13400.0;3;34170.0;0.15;Delivery;Canceled_Mismatch;31.08.2014;
97;1912;User_1912;Lincoln Aviator Ultimate;1700.0;3;5100.0;0.0;Delivery;Delivered;23.12.2014;
98;676;User_676;Mercedes-Benz E-Class E320;8600.0;3;25800.0;0.0;Delivery;Paid;28.09.2015;
99;724;User_724;Subaru Forester 2.5XT Premium;14000.0;3;35700.0;0.15;Pickup;Canceled_Error;09.07.2014;
100;1815;User_1815;Infiniti G Sedan G25;16400.0;3;41820.0;0.15;Pickup;Delivered;29.05.2014;
101;1695;User_1695;Chevrolet Tahoe LS;11400.0;1;9690.0;0.15;Delivery;Delivered;16.10.2014;
102;1680;User_1680;Unknown Unknown Unknown;300.0;1;255.0;0.15;Delivery;Canceled_Error;28.02.2015;
103;1293;User_1293;Unknown Unknown Unknown;1750.0;1;1750.0;0.0;Pickup;Canceled_Mismatch;18.09.2014;
104;1099;User_1099;Volkswagen Golf 2.5L PZEV;8500.0;1;8500.0;0.0;Delivery;Delivered;20.02.2014;
105;1192;User_1192;Dodge Ram Pickup 3500 SLT;10700.0;2;18190.0;0.15;Delivery;Delivered;26.01.2015;
106;513;User_513;Chevrolet Silverado 2500HD Work Truck;4500.0;3;11475.0;0.15;Pickup;Delivered;12.05.2014;
107;1359;User_1359;Honda Accord EX;2000.0;1;2000.0;0.0;Delivery;Canceled_Mismatch;24.02.2014;
108;1824;User_1824;Chevrolet Silverado 1500 LT2;9300.0;1;9300.0;0.0;Pickup;Canceled_Mismatch;02.05.2015;
109;1453;User_1453;Kia Forte EX;5500.0;1;5500.0;0.0;Pickup;Delivered;29.11.2015;
110;411;User_411;Hyundai Sonata LX;5700.0;1;4845.0;0.15000000000000002;Delivery;Canceled_Mismatch;20.11.2014;
111;799;User_799;Infiniti QX56 Base;14000.0;3;42000.0;0.0;Delivery;Delivered;08.07.2014;
112;59;User_59;Toyota Yaris Base;3000.0;1;3000.0;0.0;Delivery;Delivered;20.06.2015;
113;1803;User_1803;Toyota Prius Three;13000.0;3;39000.0;0.0;Delivery;Delivered;26.03.2015;
114;1139;User_1139;Nissan Sentra SV;11100.0;2;22200.0;0.0;Pickup;Delivered;30.04.2015;
115;711;User_711;Dodge Durango Limited;28500.0;2;48450.0;0.15;Delivery;Delivered;24.09.2015;
116;1045;User_1045;Ram 1500 SLT;26000.0;2;44200.0;0.15;Delivery;Delivered;21.04.2015;
117;225;User_225;Nissan Altima 2.5 SL;21250.0;3;54187.5;0.15000000000000002;Delivery;Paid;02.04.2015;
118;501;User_501;Toyota Camry SE V6;4300.0;2;8600.0;0.0;Delivery;Canceled_Error;21.03.2014;
119;173;User_173;Volvo S60 T5;13100.0;3;33405.0;0.15;Delivery;Canceled_Mismatch;25.01.2015;
120;266;User_266;Toyota Camry LE;15500.0;1;15500.0;0.0;Pickup;Canceled_Mismatch;26.07.2014;
121;1203;User_1203;Ford Econoline Cargo E-250;3800.0;1;3230.0;0.15;Delivery;Canceled_Mismatch;16.12.2014;
122;424;User_424;Dodge Charger RT;5200.0;3;15600.0;0.0;Pickup;Delivered;30.11.2015;
123;925;User_925;GMC Sierra 1500 SLE;17200.0;1;17200.0;0.0;Pickup;Delivered;18.12.2015;
124;1989;User_1989;Mercedes-Benz S-Class S550 4MATIC;52250.0;1;44412.5;0.15;Delivery;Delivered;05.08.2015;
125;904;User_904;Toyota Camry LE;800.0;1;800.0;0.0;Delivery;Canceled_Mismatch;21.04.2014;
126;893;User_893;Nissan Sentra SL;11500.0;2;19550.0;0.15;Delivery;Canceled_Mismatch;29.06.2014;
127;1813;User_1813;Saab 2025-03-09 00:00:00 SE;3100.0;3;9300.0;0.0;Delivery;Canceled_Error;21.03.2015;
128;427;User_427;Chevrolet Camaro 1LT;16000.0;2;27200.0;0.15;Delivery;Delivered;10.03.2014;
129;82;User_82;Dodge Charger Base;5400.0;2;10800.0;0.0;Delivery;Delivered;06.01.2015;
130;1899;User_1899;Acura TL 2025-02-03 00:00:00;2500.0;1;2500.0;0.0;Delivery;Delivered;12.11.2014;
131;556;User_556;Honda Pilot Value Package;10800.0;3;29160.0;0.1;Delivery;Canceled_Error;09.08.2015;
132;1956;User_1956;Toyota Sienna LE 7-Passenger Mobility Auto Access;22400.0;3;57120.0;0.15;Pickup;Delivered;22.07.2014;
133;1224;User_1224;Dodge Avenger SE;8500.0;2;17000.0;0.0;Delivery;Delivered;28.12.2014;
134;1745;User_1745;Dodge Charger R/T;21600.0;3;64800.0;0.0;Delivery;Canceled_Mismatch;05.04.2015;
135;1919;User_1919;Nissan Sentra 2.0 SR;8800.0;1;8800.0;0.0;Delivery;Delivered;20.09.2014;
136;804;User_804;Ford Ranger Edge;3900.0;2;6630.0;0.15;Delivery;Delivered;16.09.2014;
137;1576;User_1576;GMC Sierra 3500 SLT;4900.0;3;12495.0;0.15;Delivery;Canceled_Error;16.01.2015;
138;481;User_481;BMW 3 Series 328i xDrive;38000.0;3;114000.0;0.0;Delivery;Delivered;12.01.2014;
139;1449;User_1449;Nissan Titan SE;11700.0;3;29835.0;0.15;Pickup;Canceled_Mismatch;31.08.2015;
140;1572;User_1572;Toyota RAV4 LE;20600.0;1;20600.0;0.0;Delivery;Canceled_Mismatch;15.11.2014;
141;840;User_840;Ford Five Hundred SEL;2600.0;1;2600.0;0.0;Pickup;Delivered;06.05.2014;
142;1292;User_1292;Pontiac Grand Am SE1;1900.0;3;4845.0;0.15;Pickup;Delivered;05.03.2014;
143;1577;User_1577;Jeep Grand Cherokee Limited;2100.0;1;2100.0;0.0;Delivery;Delivered;03.11.2014;
144;1232;User_1232;Cadillac STS V6 Luxury Sport;8900.0;1;8900.0;0.0;Pickup;Canceled_Mismatch;07.11.2014;
145;906;User_906;Ford E-Series Wagon E-350 Super Duty XL;22750.0;1;22750.0;0.0;Delivery;Delivered;03.02.2014;
146;10;User_10;Nissan Juke SV;15500.0;1;15500.0;0.0;Pickup;Delivered;06.06.2014;
147;1952;User_1952;Ford Fusion Titanium;16500.0;2;33000.0;0.0;Delivery;Canceled_Mismatch;12.02.2014;
148;1837;User_1837;Volkswagen Passat SEL PZEV;13600.0;3;34680.0;0.15;Delivery;Delivered;08.10.2014;
149;38;User_38;Chrysler 200 Touring;11200.0;3;30240.0;0.1;Delivery;Canceled_Mismatch;26.04.2014;
150;254;User_254;Lincoln Navigator Luxury;6600.0;1;6600.0;0.0;Pickup;Canceled_Mismatch;11.02.2015;
151;1365;User_1365;Chrysler Town and Country Limited;3100.0;3;9300.0;0.0;Delivery;Delivered;30.04.2014;
152;1596;User_1596;Mercury Grand Marquis LS;6100.0;2;12200.0;0.0;Pickup;Paid;24.08.2014;
153;800;User_800;Ford Fiesta SE;9700.0;1;8730.0;0.1;Delivery;Delivered;23.06.2014;
154;1311;User_1311;Kia Optima LX;16000.0;1;16000.0;0.0;Pickup;Canceled_Mismatch;29.01.2014;
155;112;User_112;Infiniti G Sedan G37x;22800.0;3;61560.0;0.1;Delivery;Paid;19.06.2015;
156;1123;User_1123;Volkswagen Passat GLX;1750.0;2;2975.0;0.15;Delivery;Delivered;07.05.2014;
157;1525;User_1525;Ford Mustang V6;19800.0;1;19800.0;0.0;Delivery;Delivered;20.09.2014;
158;581;User_581;Toyota Camry Solara SLE V6;5900.0;2;10030.0;0.15;Delivery;Delivered;15.08.2015;
159;1302;User_1302;Toyota Avalon XL;3000.0;2;6000.0;0.0;Delivery;Delivered;19.10.2015;
160;1457;User_1457;Ford Explorer XLS Sport;2050.0;1;2050.0;0.0;Delivery;Delivered;26.08.2014;
161;608;User_608;Ford Escape Titanium;21800.0;2;43600.0;0.0;Delivery;Canceled_Mismatch;26.06.2014;
162;1231;User_1231;Lexus RX 300 Base;5100.0;2;10200.0;0.0;Delivery;Canceled_Mismatch;24.04.2015;
163;120;User_120;Ford Focus SE;12200.0;3;36600.0;0.0;Delivery;Canceled_Mismatch;04.03.2014;
164;280;User_280;Nissan Maxima 3.5 SL;2950.0;2;5015.0;0.15;Delivery;Canceled_Mismatch;15.12.2015;
165;231;User_231;Mercedes-Benz CLK-Class CLK320;3650.0;2;6570.0;0.1;Delivery;Canceled_Error;06.02.2014;
166;804;User_804;Nissan Pathfinder SV;19300.0;3;57900.0;0.0;Delivery;Canceled_Mismatch;30.10.2014;
167;757;User_757;Ford Mustang GT;2400.0;2;4080.0;0.15000000000000002;Delivery;Delivered;03.02.2014;
168;1718;User_1718;mercury grand marquis;1650.0;2;3300.0;0.0;Delivery;Canceled_Mismatch;25.07.2015;
169;1033;User_1033;Nissan Rogue SV;14400.0;2;24480.0;0.15;Delivery;Delivered;21.04.2014;
170;246;User_246;Jeep Wrangler Unlimited Sahara;19500.0;3;58500.0;0.0;Delivery;Canceled_Mismatch;29.01.2015;
171;629;User_629;Acura mdx base;22900.0;1;22900.0;0.0;Pickup;Canceled_Mismatch;06.06.2015;
172;671;User_671;Unknown Unknown Unknown;5800.0;1;5800.0;0.0;Pickup;Canceled_Mismatch;02.11.2014;
173;768;User_768;Nissan Altima 2025-05-02 00:00:00;12200.0;1;12200.0;0.0;Delivery;Delivered;21.02.2014;
174;1793;User_1793;Chrysler Sebring LXi;2100.0;1;1785.0;0.15;Pickup;Canceled_Mismatch;20.12.2014;
175;486;User_486;Toyota Corolla LE;2300.0;3;6900.0;0.0;Delivery;Canceled_Mismatch;27.03.2014;
176;579;User_579;Infiniti G Sedan G37x;18600.0;1;18600.0;0.0;Delivery;Canceled_Mismatch;05.01.2015;
177;1795;User_1795;Subaru Outback 3.6R Limited;28600.0;2;57200.0;0.0;Delivery;Delivered;13.03.2015;
178;1743;User_1743;Ford Expedition Eddie Bauer;1100.0;1;1100.0;0.0;Delivery;Delivered;25.11.2014;
179;1192;User_1192;Cadillac DeVille DHS;2000.0;3;6000.0;0.0;Pickup;Canceled_Mismatch;12.02.2014;
180;115;User_115;Ford Taurus SEL;13900.0;1;11815.0;0.15;Pickup;Delivered;15.04.2014;
181;1088;User_1088;Ford F-250 Super Duty XLT;38400.0;2;76800.0;0.0;Pickup;Delivered;10.07.2015;
182;1375;User_1375;Infiniti G35 Base;6100.0;2;12200.0;0.0;Delivery;Canceled_Error;21.12.2015;
183;1185;User_1185;Pontiac Grand Prix Base;5600.0;1;5600.0;0.0;Pickup;Delivered;15.12.2015;
184;1248;User_1248;Mazda Protege5 Base;500.0;1;500.0;0.0;Pickup;Delivered;27.07.2015;
185;268;User_268;Unknown Unknown Unknown;7900.0;2;13430.0;0.15;Delivery;Delivered;13.09.2015;
186;315;User_315;honda odyssey Unknown;2000.0;2;3200.0;0.2;Delivery;Delivered;28.05.2015;
187;900;User_900;Infiniti G Sedan G37x;22000.0;2;44000.0;0.0;Delivery;Delivered;28.11.2014;
188;840;User_840;Nissan Sentra SV;13600.0;1;13600.0;0.0;Delivery;Canceled_Mismatch;23.04.2014;
189;1847;User_1847;BMW 6 Series 640i;53550.0;1;45517.5;0.15;Delivery;Delivered;01.09.2015;
190;475;User_475;Ford Fiesta SE;8250.0;1;7425.0;0.1;Delivery;Delivered;07.01.2014;
191;168;User_168;Chevrolet Impala LT Fleet;11000.0;3;33000.0;0.0;Delivery;Canceled_Mismatch;28.05.2014;
192;1151;User_1151;Infiniti Q50 Premium;27750.0;3;70762.5;0.15;Delivery;Canceled_Mismatch;28.08.2014;
193;637;User_637;Chevrolet Equinox LTZ;17100.0;3;43605.0;0.15;Delivery;Canceled_Mismatch;17.01.2015;
194;1463;User_1463;Lincoln MKT Base;14700.0;2;29400.0;0.0;Delivery;Delivered;11.12.2015;
195;1449;User_1449;Ford Mustang Deluxe;7600.0;3;22800.0;0.0;Pickup;Delivered;06.05.2014;
196;1250;User_1250;Lincoln MKZ Base;17000.0;1;17000.0;0.0;Delivery;Canceled_Mismatch;07.06.2015;
197;1774;User_1774;Ford Windstar SEL;900.0;3;2295.0;0.15;Pickup;Delivered;07.06.2014;
198;361;User_361;Lexus ES 300 Base;1300.0;3;3315.0;0.15;Delivery;Delivered;13.09.2014;
199;281;User_281;Cadillac SRX Base;21500.0;1;21500.0;0.0;Delivery;Canceled_Mismatch;12.06.2014;
200;484;User_484;Kia Sedona LX;19900.0;2;39800.0;0.0;Delivery;Paid;20.07.2014;
201;1903;User_1903;Chevrolet Express Cargo 2500;4500.0;1;3825.0;0.15;Pickup;Delivered;27.02.2015;
202;1005;User_1005;Jeep Wrangler Unlimited Freedom Edition;45500.0;2;91000.0;0.0;Delivery;Canceled_Mismatch;26.02.2014;
203;1503;User_1503;Chrysler Town and Country Touring;6800.0;1;6800.0;0.0;Delivery;Canceled_Mismatch;25.09.2014;
204;801;User_801;Nissan Altima 2025-05-02 00:00:00;5000.0;1;4250.0;0.15;Delivery;Canceled_Mismatch;29.10.2014;
205;464;User_464;Honda Pilot EX-L;24200.0;2;48400.0;0.0;Delivery;Delivered;24.01.2014;
206;563;User_563;Ford Expedition EL Limited;28900.0;3;86700.0;0.0;Delivery;Canceled_Mismatch;08.05.2015;
207;1074;User_1074;Ford Fusion SE;8200.0;1;8200.0;0.0;Pickup;Canceled_Mismatch;04.08.2015;
208;807;User_807;Ram 1500 Tradesman;25000.0;3;75000.0;0.0;Delivery;Delivered;23.06.2014;
209;1418;User_1418;Toyota RAV4 Base;10600.0;1;10600.0;0.0;Delivery;Canceled_Mismatch;12.05.2015;
210;1488;User_1488;Infiniti G Sedan G37x;16200.0;3;48600.0;0.0;Pickup;Canceled_Mismatch;12.09.2014;
211;798;User_798;Volkswagen New Beetle 2.5L;7300.0;3;21900.0;0.0;Pickup;Canceled_Mismatch;09.11.2014;
212;954;User_954;Chrysler PT Cruiser GT;2400.0;2;4080.0;0.15000000000000002;Delivery;Canceled_Error;23.04.2015;
213;191;User_191;Dodge Challenger SXT;20700.0;1;17595.0;0.15;Pickup;Canceled_Mismatch;29.04.2015;
214;930;User_930;Kia Optima LX;16100.0;2;32200.0;0.0;Delivery;Delivered;06.10.2014;
215;64;User_64;Toyota Corolla LE;6000.0;3;15300.0;0.15;Pickup;Canceled_Mismatch;11.08.2014;
216;1797;User_1797;Volkswagen New Beetle GLS;1850.0;3;5550.0;0.0;Delivery;Canceled_Mismatch;17.06.2014;
217;735;User_735;Ford Focus SE;13000.0;3;33150.0;0.15;Delivery;Paid;27.04.2015;
218;195;User_195;Ford Mustang GT;25000.0;1;25000.0;0.0;Delivery;Delivered;23.07.2014;
219;1144;User_1144;Ford Fusion SE;16100.0;2;32200.0;0.0;Pickup;Delivered;08.12.2014;
220;1510;User_1510;Ford Escape XLS;22500.0;3;67500.0;0.0;Pickup;Delivered;31.03.2014;
221;385;User_385;Infiniti G37 x;12900.0;1;10965.0;0.15;Delivery;Delivered;07.10.2015;
222;924;User_924;Hyundai Accent GLS;5700.0;3;14535.0;0.15000000000000002;Delivery;Canceled_Error;17.02.2015;
223;54;User_54;Pontiac G6 Base;2900.0;2;4930.0;0.15000000000000002;Pickup;Canceled_Mismatch;06.01.2015;
224;1876;User_1876;Toyota Camry LE;250.0;3;750.0;0.0;Delivery;Canceled_Mismatch;25.09.2014;
225;843;User_843;Buick Enclave CXL;10500.0;1;10500.0;0.0;Pickup;Canceled_Mismatch;19.04.2015;
226;1400;User_1400;Ford Edge Sport;30100.0;3;90300.0;0.0;Delivery;Delivered;11.11.2015;
227;107;User_107;Ford E-Series Wagon E-350 Super Duty XLT;20400.0;2;36720.0;0.1;Pickup;Paid;09.12.2014;
228;1083;User_1083;Honda Odyssey EX-L;19700.0;2;39400.0;0.0;Delivery;Canceled_Mismatch;16.03.2015;
229;508;User_508;Volkswagen Jetta TDI;11500.0;3;29325.0;0.15;Delivery;Canceled_Error;04.08.2015;
230;528;User_528;Pontiac Grand Prix GXP;4100.0;2;8200.0;0.0;Pickup;Canceled_Mismatch;25.10.2015;
231;1003;User_1003;Buick Enclave CXL2;21000.0;1;21000.0;0.0;Delivery;Canceled_Mismatch;06.09.2015;
232;1682;User_1682;Ford Escape Limited;4100.0;1;4100.0;0.0;Delivery;Delivered;11.09.2014;
233;1147;User_1147;Jeep Wrangler Sport;20250.0;3;60750.0;0.0;Pickup;Delivered;20.03.2014;
234;1102;User_1102;Ford F-150 XLT;25000.0;1;25000.0;0.0;Pickup;Delivered;07.01.2014;
235;1920;User_1920;Ford F-150 Lariat;11600.0;3;34800.0;0.0;Delivery;Canceled_Mismatch;12.07.2014;
236;209;User_209;Toyota Camry LE;5800.0;3;17400.0;0.0;Pickup;Canceled_Mismatch;17.04.2014;
237;6;User_6;Dodge Grand Caravan SXT;14600.0;2;29200.0;0.0;Delivery;Delivered;06.12.2015;
